setting initial condition
minimizing
NVT equilibration
start simulation
   0%|          | 0/5000 [00:00<?, ?it/s]#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
 45%|████▍     | 2247/5000 [02:38<03:07, 14.65it/s]449.9%	2249700	-34940.06746594448	303.8477343505313	1.049373053094472	245	23:39:25
450.0%	2249800	-34684.585740067094	305.43562109541307	1.0484325597433797	245	23:39:25
 45%|████▍     | 2249/5000 [02:38<03:02, 15.07it/s]450.0%	2249900	-34652.45553659531	291.9112980308402	1.043433546859276	245	23:39:25
450.0%	2250000	-34812.40866159531	292.7368516231529	1.043433546859276	245	23:39:25
 45%|████▌     | 2251/5000 [02:39<03:10, 14.44it/s]450.0%	2250100	-35189.70553659531	297.93683228704987	1.043433546859276	245	23:39:24
450.0%	2250200	-35080.033682465204	303.7869952800263	1.044668846327126	245	23:39:24
 45%|████▌     | 2253/5000 [02:39<03:18, 13.85it/s]450.1%	2250300	-35093.94635833253	307.01670451399303	1.0505638509482584	245	23:39:24
450.1%	2250400	-35082.03600907308	298.78256871929074	1.0529876896710444	245	23:39:24
 45%|████▌     | 2255/5000 [02:39<03:17, 13.89it/s]450.1%	2250500	-35255.47780422712	295.55288996751125	1.053918379033512	245	23:39:24
450.1%	2250600	-35392.42311672712	306.00177709835293	1.053918379033512	245	23:39:24
 45%|████▌     | 2257/5000 [02:39<03:09, 14.50it/s]450.1%	2250700	-34914.56243182547	304.3349941423488	1.0531096180199035	245	23:39:24
450.2%	2250800	-35139.131653756805	306.46521620844925	1.046921984282016	245	23:39:24
 45%|████▌     | 2259/5000 [02:39<03:03, 14.95it/s]450.2%	2250900	-35189.56962805698	292.600652103559	1.0441043371032461	245	23:39:24
450.2%	2251000	-34888.48369055698	298.95275176353215	1.0441043371032461	245	23:39:24
 45%|████▌     | 2261/5000 [02:39<03:08, 14.52it/s]450.2%	2251100	-35049.26496108022	307.0395849717797	1.0508974197775076	245	23:39:24
450.2%	2251200	-35255.26936670361	294.60921945599034	1.0500649796973116	245	23:39:24
 45%|████▌     | 2263/5000 [02:39<03:03, 14.95it/s]450.3%	2251300	-35215.62576051624	304.28715108910234	1.0520603494874539	245	23:39:24
450.3%	2251400	-35169.22055638721	296.37327615186757	1.054012974025088	245	23:39:24
 45%|████▌     | 2265/5000 [02:40<02:58, 15.35it/s]450.3%	2251500	-35169.01743138721	284.0217013231469	1.054012974025088	245	23:39:24
450.3%	2251600	-35113.03351733464	299.46126430336244	1.0399913829814722	245	23:39:23
 45%|████▌     | 2267/5000 [02:40<03:20, 13.61it/s]450.3%	2251700	-35061.807280870096	289.39126570883445	1.042112316814547	245	23:39:23
450.4%	2251800	-35118.43765128043	305.7472347147551	1.0457017132797195	245	23:39:23
 45%|████▌     | 2269/5000 [02:40<03:12, 14.20it/s]450.4%	2251900	-35322.91606633336	301.96196078671267	1.0449286627408492	245	23:39:23
450.4%	2252000	-35065.4803412114	300.83231747264296	1.044331172782545	245	23:39:23
 45%|████▌     | 2271/5000 [02:40<03:16, 13.92it/s]450.4%	2252100	-34948.859814941155	302.45157835674644	1.0454403163105268	245	23:39:23
450.4%	2252200	-35077.8905315561	308.75942446059116	1.0455225121633673	245	23:39:23
 45%|████▌     | 2273/5000 [02:40<03:08, 14.45it/s]450.5%	2252300	-35190.03203734418	287.17263189610793	1.0510902451538457	245	23:39:23
450.5%	2252400	-35247.78925291248	298.15387724761666	1.0558473221261768	245	23:39:23
 46%|████▌     | 2275/5000 [02:40<03:13, 14.08it/s]450.5%	2252500	-35125.1638261631	303.7815776821916	1.0457855551435284	245	23:39:23
450.5%	2252600	-34882.73645020358	305.7199725150693	1.045988094772523	245	23:39:23
 46%|████▌     | 2277/5000 [02:40<03:06, 14.62it/s]450.5%	2252700	-34609.00709577554	299.6584137617037	1.0440157537373216	245	23:39:23
450.6%	2252800	-34778.83522077554	307.3196061501766	1.0440157537373216	245	23:39:23
 46%|████▌     | 2279/5000 [02:41<03:14, 14.01it/s]450.6%	2252900	-34912.48792463771	306.2146373280919	1.042123114999914	245	23:39:22
450.6%	2253000	-34927.2881228248	293.13720959295705	1.0429546100569185	245	23:39:22
 46%|████▌     | 2281/5000 [02:41<03:29, 13.01it/s]450.6%	2253100	-34911.45776644276	294.93229452882866	1.0452231031871382	245	23:39:22
450.6%	2253200	-35199.68035035991	299.97533792223606	1.0486187118664716	245	23:39:22
 46%|████▌     | 2283/5000 [02:41<03:18, 13.71it/s]450.7%	2253300	-34479.964557034604	297.58611612130846	1.048034566770088	245	23:39:22
450.7%	2253400	-34798.566119534604	299.30700122928414	1.048034566770088	245	23:39:22
 46%|████▌     | 2285/5000 [02:41<03:08, 14.40it/s]450.7%	2253500	-34963.332367236115	295.2160034548616	1.0529818535418498	245	23:39:22
450.7%	2253600	-35169.816711773514	298.05090325393405	1.0533343849304693	245	23:39:22
 46%|████▌     | 2287/5000 [02:41<03:02, 14.89it/s]450.7%	2253700	-35037.160461773514	291.47028192424176	1.0533343849304693	245	23:39:22
450.8%	2253800	-35185.07456466081	304.3776875695419	1.0532466221412684	245	23:39:22
 46%|████▌     | 2289/5000 [02:41<02:57, 15.24it/s]450.8%	2253900	-35004.53726262954	301.00897391934296	1.0561777232002545	245	23:39:22
450.8%	2254000	-35264.80288762954	290.7402009751005	1.0561777232002545	245	23:39:22
 46%|████▌     | 2291/5000 [02:41<03:06, 14.55it/s]450.8%	2254100	-35303.366753448674	301.3181043292617	1.0553109576143307	245	23:39:22
450.8%	2254200	-35131.73593106854	301.09056949847127	1.05189289518727	245	23:39:22
 46%|████▌     | 2293/5000 [02:42<03:14, 13.90it/s]450.9%	2254300	-35064.02976823188	296.47974657060684	1.0643856676324515	245	23:39:22
450.9%	2254400	-34773.19460195923	301.59130452633997	1.0671291604799134	245	23:39:22
 46%|████▌     | 2295/5000 [02:42<03:17, 13.70it/s]450.9%	2254500	-34967.21022695923	305.70649234245496	1.0671291604799134	245	23:39:22
450.9%	2254600	-34998.40553945923	295.4143601984774	1.0671291604799134	245	23:39:22
 46%|████▌     | 2297/5000 [02:42<03:08, 14.32it/s]450.9%	2254700	-35270.37428945923	306.50517129592356	1.0671291604799134	245	23:39:21
451.0%	2254800	-35033.701282808965	301.0788612585	1.0596177802004032	245	23:39:21
 46%|████▌     | 2299/5000 [02:42<03:02, 14.83it/s]451.0%	2254900	-34901.47081964207	310.924732048941	1.0561331989387008	245	23:39:21
451.0%	2255000	-34939.78225475419	306.2323402444644	1.0531217335437395	245	23:39:21
 46%|████▌     | 2301/5000 [02:42<03:20, 13.48it/s]451.0%	2255100	-34933.31656808956	303.343604017531	1.0556264523724737	245	23:39:21
451.0%	2255200	-35087.65861454804	298.8999318964258	1.0633704741622718	245	23:39:21
 46%|████▌     | 2303/5000 [02:42<03:32, 12.70it/s]451.1%	2255300	-34961.98673954804	293.88350397743676	1.0633704741622718	245	23:39:21
451.1%	2255400	-34925.22055409412	289.8479315793753	1.0578945772320112	245	23:39:21
 46%|████▌     | 2305/5000 [02:42<03:18, 13.61it/s]451.1%	2255500	-35160.79867909412	299.5996346221801	1.0578945772320112	245	23:39:21
451.1%	2255600	-35153.472555991815	303.37683391989	1.0576525261550773	245	23:39:20
 46%|████▌     | 2307/5000 [02:43<03:24, 13.14it/s]451.1%	2255700	-35108.59353128378	296.79247745344844	1.0582246110061972	245	23:39:20
451.2%	2255800	-35041.65341769735	291.6752304090174	1.060753444809584	245	23:39:20
 46%|████▌     | 2309/5000 [02:43<03:13, 13.89it/s]451.2%	2255900	-35284.69248019735	305.87043545575074	1.060753444809584	245	23:39:20
451.2%	2256000	-35138.191117559676	291.51563188471863	1.056327115729422	245	23:39:20
 46%|████▌     | 2311/5000 [02:43<03:11, 14.06it/s]451.2%	2256100	-34825.862992559676	307.04751406116014	1.056327115729422	245	23:39:20
451.2%	2256200	-34623.860441930825	306.66333200363044	1.0574451589592169	245	23:39:20
 46%|████▋     | 2313/5000 [02:43<03:08, 14.23it/s]451.3%	2256300	-34815.96104081394	297.02004533742314	1.049671019585249	245	23:39:20
451.3%	2256400	-34915.6349670082	301.60386879898033	1.0502234947541613	245	23:39:20
 46%|████▋     | 2315/5000 [02:43<03:08, 14.22it/s]451.3%	2256500	-35138.110344334214	299.81323486118464	1.0570029626813806	245	23:39:20
451.3%	2256600	-34998.665031834214	298.2621571672024	1.0570029626813806	245	23:39:20
 46%|████▋     | 2317/5000 [02:43<02:55, 15.28it/s]451.3%	2256700	-34759.40199345365	310.32226503693585	1.0511215083250882	245	23:39:20
451.4%	2256800	-35062.42127105026	295.1744432281307	1.0529271303533803	245	23:39:20
451.4%	2256900	-34720.80468925892	288.148950796053	1.0564627237504938	245	23:39:20
 46%|████▋     | 2320/5000 [02:43<02:47, 16.00it/s]451.4%	2257000	-35067.840972670994	303.7692778745427	1.0553727161379496	245	23:39:20
451.4%	2257100	-35141.168238106446	284.9604266011221	1.0484819401559144	245	23:39:20
451.4%	2257200	-35220.933863106446	295.00801430773714	1.0484819401559144	245	23:39:20
 46%|████▋     | 2323/5000 [02:44<02:31, 17.69it/s]451.5%	2257300	-35253.50583706581	297.4806764215883	1.0475302940999487	245	23:39:21
451.5%	2257400	-35117.70835647793	292.5924121326996	1.0496407080309293	245	23:39:21
451.5%	2257500	-35193.92101243738	307.0763839289152	1.0546885869572713	245	23:39:21
 47%|████▋     | 2326/5000 [02:44<02:21, 18.88it/s]451.5%	2257600	-34801.547453533334	302.14312437601455	1.0489706350225667	245	23:39:21
451.5%	2257700	-34931.23063752518	300.7158841904568	1.0424819230541922	245	23:39:21
 47%|████▋     | 2328/5000 [02:44<02:28, 17.96it/s]451.6%	2257800	-35194.37126252518	292.8559018088348	1.0424819230541922	245	23:39:21
451.6%	2257900	-34721.30095002518	300.71489803708033	1.0424819230541922	245	23:39:21
 47%|████▋     | 2330/5000 [02:44<02:38, 16.81it/s]451.6%	2258000	-34863.10308150764	303.05260004991345	1.043423467748764	245	23:39:21
451.6%	2258100	-34988.06609410001	292.90386918598807	1.046975653444123	245	23:39:20
 47%|████▋     | 2332/5000 [02:44<02:50, 15.65it/s]451.6%	2258200	-34839.20174329649	300.32491006930496	1.0519479406734955	245	23:39:20
451.7%	2258300	-34815.25643079649	291.6463593266249	1.0519479406734955	245	23:39:20
 47%|████▋     | 2334/5000 [02:44<03:07, 14.18it/s]451.7%	2258400	-35047.67049329649	292.7270409455761	1.0519479406734955	245	23:39:20
451.7%	2258500	-34864.86923069047	298.6463543629008	1.0443997941026026	245	23:39:20
 47%|████▋     | 2336/5000 [02:44<03:01, 14.64it/s]451.7%	2258600	-34817.46452779096	295.15914820767927	1.0493575191983289	245	23:39:20
451.7%	2258700	-35011.92364982437	292.54542133337975	1.0474844232211766	245	23:39:20
 47%|████▋     | 2338/5000 [02:45<02:57, 14.99it/s]451.8%	2258800	-34597.882547638816	290.40301731573066	1.040315664769061	245	23:39:20
451.8%	2258900	-35118.35658301544	298.8350473814849	1.0443451952485014	245	23:39:20
 47%|████▋     | 2340/5000 [02:45<02:53, 15.31it/s]451.8%	2259000	-34737.17624648294	302.9722604732825	1.040985550324474	245	23:39:20
451.8%	2259100	-34443.8924842166	311.71290701160245	1.0420158079014017	245	23:39:20
 47%|████▋     | 2342/5000 [02:45<02:51, 15.52it/s]451.8%	2259200	-34768.747098860214	300.43982627495797	1.0479609352373151	245	23:39:20
451.9%	2259300	-34633.96106375512	307.8093052991208	1.0438488349867034	245	23:39:20
 47%|████▋     | 2344/5000 [02:45<02:49, 15.67it/s]451.9%	2259400	-34771.684408035944	300.0521599164159	1.0461944035832573	245	23:39:20
451.9%	2259500	-34977.840658035944	294.13428136779567	1.0461944035832573	245	23:39:20
 47%|████▋     | 2346/5000 [02:45<02:57, 14.92it/s]451.9%	2259600	-34995.3370756786	300.17393600071523	1.0402432890676685	245	23:39:19
451.9%	2259700	-34684.548017660534	292.6865223656716	1.0397140266187006	245	23:39:19
 47%|████▋     | 2348/5000 [02:45<03:08, 14.09it/s]452.0%	2259800	-34755.35646077746	296.74931333839436	1.0470785990745326	245	23:39:19
452.0%	2259900	-35094.05177327746	311.4330636330087	1.0470785990745326	245	23:39:19
 47%|████▋     | 2350/5000 [02:45<03:01, 14.62it/s]452.0%	2260000	-34875.63809838641	306.2401563916991	1.051141042746198	245	23:39:19
452.0%	2260100	-34919.36454456457	289.57934599936743	1.0475227566677683	245	23:39:19
 47%|████▋     | 2352/5000 [02:45<03:05, 14.24it/s]452.0%	2260200	-34904.57548206457	298.923891776375	1.0475227566677683	245	23:39:19
452.1%	2260300	-34722.2191158894	290.61643403911347	1.0487035773150972	245	23:39:19
 47%|████▋     | 2354/5000 [02:46<03:19, 13.28it/s]452.1%	2260400	-34671.693397464405	302.06585710942136	1.0558235473814879	245	23:39:19
452.1%	2260500	-35070.97637406498	311.2394007165389	1.0616654878264211	245	23:39:19
 47%|████▋     | 2356/5000 [02:46<03:09, 13.98it/s]452.1%	2260600	-35051.34101118843	311.11432492270546	1.0583725917458247	245	23:39:19
452.1%	2260700	-35057.15742361988	299.0627574533732	1.0582403332821055	245	23:39:18
 47%|████▋     | 2358/5000 [02:46<03:23, 12.96it/s]452.2%	2260800	-35217.97321281332	291.4145841039945	1.0522785935565813	245	23:39:18
452.2%	2260900	-35227.14660525284	299.0104621065548	1.0500020385787274	245	23:39:18
 47%|████▋     | 2360/5000 [02:46<03:23, 12.98it/s]452.2%	2261000	-34886.04144436112	300.7909261006146	1.0517257823604336	245	23:39:18
452.2%	2261100	-35272.093356197816	299.3472302979911	1.0499300626733659	245	23:39:18
 47%|████▋     | 2362/5000 [02:46<03:11, 13.76it/s]452.2%	2261200	-35297.63957564405	288.24394209591406	1.0527456631347458	245	23:39:18
452.3%	2261300	-35122.727575098776	298.525822526296	1.0526807279087231	245	23:39:18
 47%|████▋     | 2364/5000 [02:46<03:11, 13.75it/s]452.3%	2261400	-35309.4623725758	311.15135132396944	1.0526854985244725	245	23:39:18
452.3%	2261500	-35212.90104283864	291.4481922025262	1.0516400870281708	245	23:39:18
 47%|████▋     | 2366/5000 [02:47<03:02, 14.41it/s]452.3%	2261600	-35149.50909328624	296.09698031999187	1.0508311605778577	245	23:39:18
452.3%	2261700	-34887.41724118282	294.14923084917905	1.0492646524713796	245	23:39:18
 47%|████▋     | 2368/5000 [02:47<02:56, 14.90it/s]452.4%	2261800	-35143.267873682926	300.20167089413025	1.049783463960509	245	23:39:18
452.4%	2261900	-35011.143040285446	293.977059684936	1.0501382206108802	245	23:39:18
 47%|████▋     | 2370/5000 [02:47<02:51, 15.31it/s]452.4%	2262000	-35083.392172137625	300.33682547450854	1.056303736498754	245	23:39:18
452.4%	2262100	-34833.31728876778	304.54516737348195	1.0526351496111919	245	23:39:18
 47%|████▋     | 2372/5000 [02:47<02:48, 15.58it/s]452.4%	2262200	-34975.08291376778	300.6803808923162	1.0526351496111919	245	23:39:18
452.5%	2262300	-34944.634149645804	301.8776370312159	1.0531254869138094	245	23:39:18
 47%|████▋     | 2374/5000 [02:47<02:58, 14.69it/s]452.5%	2262400	-34945.0284482564	298.3671974889809	1.053255188211546	245	23:39:18
452.5%	2262500	-34970.9847403591	291.6739383374131	1.0493211032293759	245	23:39:18
 48%|████▊     | 2376/5000 [02:47<02:53, 15.09it/s]452.5%	2262600	-35073.80749557912	303.82783201946495	1.0507601879440653	245	23:39:18
452.5%	2262700	-34897.51149437472	294.1000484810492	1.054034152052509	245	23:39:18
 48%|████▊     | 2378/5000 [02:47<02:50, 15.38it/s]452.6%	2262800	-34991.77875317325	301.37910956080503	1.0546701328271615	245	23:39:18
452.6%	2262900	-34721.545285640896	292.67284329916055	1.0492108116848753	245	23:39:18
 48%|████▊     | 2380/5000 [02:47<02:47, 15.63it/s]452.6%	2263000	-34965.709348140896	292.0938144951017	1.0492108116848753	245	23:39:18
452.6%	2263100	-34817.193530824705	297.76393483709495	1.0496497342643274	245	23:39:18
 48%|████▊     | 2382/5000 [02:48<02:47, 15.65it/s]452.6%	2263200	-34767.22112723644	307.8073702238205	1.050049572117699	245	23:39:18
452.7%	2263300	-34833.32848342811	295.06071188815747	1.0546141555560644	245	23:39:18
 48%|████▊     | 2384/5000 [02:48<02:45, 15.81it/s]452.7%	2263400	-34916.466199865565	294.49011570537334	1.0499057133440661	245	23:39:18
452.7%	2263500	-34861.93691382464	308.86091939772945	1.0458698236065562	245	23:39:18
 48%|████▊     | 2386/5000 [02:48<02:44, 15.93it/s]452.7%	2263600	-34437.21816382464	308.8799489223619	1.0458698236065562	245	23:39:18
452.7%	2263700	-34947.09350555262	299.9213478107826	1.0497553115032403	245	23:39:17
 48%|████▊     | 2388/5000 [02:48<02:54, 14.93it/s]452.8%	2263800	-34972.99559915764	300.0740400689652	1.0505905658737318	245	23:39:17
452.8%	2263900	-34915.42508617471	297.8252282624615	1.0490003628405773	245	23:39:17
 48%|████▊     | 2390/5000 [02:48<03:00, 14.48it/s]452.8%	2264000	-34955.979578959144	298.81080038072946	1.0484688510508884	245	23:39:17
452.8%	2264100	-35105.45727220361	310.65483871783675	1.0513046224128817	245	23:39:17
 48%|████▊     | 2392/5000 [02:48<02:54, 14.93it/s]452.8%	2264200	-34811.149626578845	302.8062020846798	1.0499479365849114	245	23:39:17
452.9%	2264300	-34852.85441187199	301.9825867340831	1.0469672439665092	245	23:39:17
 48%|████▊     | 2394/5000 [02:48<03:02, 14.28it/s]452.9%	2264400	-34807.71610737458	299.18537900684817	1.0484049486004803	245	23:39:17
452.9%	2264500	-35186.67631548023	298.10448489411743	1.0531605298032567	245	23:39:17
 48%|████▊     | 2396/5000 [02:48<02:55, 14.80it/s]452.9%	2264600	-35141.88225692426	304.6053478035738	1.0596323086755355	245	23:39:17
452.9%	2264700	-35169.974185437924	296.32307542499365	1.0559065490161739	245	23:39:17
 48%|████▊     | 2398/5000 [02:49<03:03, 14.21it/s]453.0%	2264800	-35059.86271073052	313.5672316244928	1.0498839577581365	245	23:39:17
453.0%	2264900	-34956.79587131881	305.47278129992225	1.0427774496140036	245	23:39:17
 48%|████▊     | 2400/5000 [02:49<02:55, 14.80it/s]453.0%	2265000	-34940.84274631881	295.97095886761974	1.0427774496140036	245	23:39:16
453.0%	2265100	-35372.6025023995	297.905698249353	1.048798277887253	245	23:39:16
 48%|████▊     | 2402/5000 [02:49<03:07, 13.82it/s]453.0%	2265200	-35053.4931273995	303.38794482628475	1.048798277887253	245	23:39:16
453.1%	2265300	-34798.96362006856	300.1905062988558	1.0468771415769822	245	23:39:16
 48%|████▊     | 2404/5000 [02:49<03:09, 13.70it/s]453.1%	2265400	-34858.74415926522	281.4878532638996	1.0460751455883524	245	23:39:16
